-0.133630621,SWA,DIV,OWS,SWM,WPO,ARC,ATH,BDM,BSB,SBL,BK3,BKB,PEL,BOX,BKG,CSP,CSL,CKT,CQT,BMF,BMX,MTB,CRD,CTR,EDR,EVE,EJP,EVL,EDV,FEN,HOC,FBL,GLF,GAR,GRY,GTR,HBL,JUD,KTE,LAX,MPN,POL,ROW,RU7,RUG,SAL,SHO,SKB,CLB,SRF,TTE,TKW,TEN,TRI,TOW,VBV,VVO,WLF,WRF,WRG
UAE,0.371075334,0.415914458,0.239045722,0.285165065,0.449088713,0.1535648,0.321415537,0.42026448,-0.133630621,0.239045722,-0.071428571,0.273820776,-0.049629167,0.199099515,-0.049629167,0.257119901,0.345715338,-0.049629167,-0.049629167,-0.071428571,0.239045722,0.44320263,0.356348323,0.413931068,0.150187852,0.104828484,0.069945464,-0.049629167,-0.049629167,0.282368598,0.286294731,0.394771017,0.239045722,0.167964107,0.417455539,0.484452142,0.295789547,0.362877792,-0.049629167,-0.071428571,0.198516667,-0.119522861,0.295928841,0.356348323,-0.104828484,0.279932114,0.283915019,-0.071428571,-0.06752237,-0.071428571,0.34860357,0.484452142,0.271049542,0.395514606,-0.119522861,0.44320263,0.25,0.421388587,0.287310233,-0.035745952
UGA,0.22842437,0.335156896,0.470132925,0.502818631,0.335016748,0.157162444,0.405801938,-0.146270725,0.126874901,0.275595163,0.745992359,-0.031425878,-0.08750886,0.370822801,0.316378185,0.133685396,0.465303903,-0.08750886,-0.08750886,0.745992359,0.470132925,0.371612442,0.326249745,0.393004709,0.264819431,0.184839313,0.123331665,-0.08750886,-0.08750886,0.533240723,0.302210981,0.361427108,0.372864044,0.296163495,0.321776247,0.339970861,0.295880631,0.383051595,0.72026523,-0.125946762,0.299549558,-0.210749242,0.272048483,0.567916223,-0.184839313,0.190197772,0.169611821,0.745992359,0.613612464,0.745992359,0.360076983,-0.088563838,-0.29709123,0.477933647,-0.210749242,0.371612442,0.29549048,0.320447397,0.38969316,0.128703016
UKR,0.711939854,0.741900458,0.596906712,0.653403471,0.790145399,0.380443624,0.695263058,0.647989863,-0.290408244,0.865256703,0.32279561,0.313147806,-0.107854914,0.450508152,0.14928263,0.418466119,0.797242739,-0.107854914,-0.107854914,0.32279561,0.596906712,0.963175182,0.774421985,0.844096647,0.326390689,0.22781497,0.152006622,-0.107854914,-0.107854914,0.729937939,0.622180378,0.857922811,0.173739418,0.365022336,0.907221184,0.843649897,0.642814665,0.807809619,0.29927953,-0.155229736,0.308207917,-0.25974903,0.643117383,0.344899857,-0.22781497,0.598751623,0.574999447,0.32279561,0.271130198,0.32279561,0.81741093,0.770895325,0.271171427,0.801321985,-0.25974903,0.963175182,0.450783041,0.748486512,0.476117454,0.098402453
URS,-0.288547238,-0.169157861,-0.275465246,0.136458751,-0.258754542,-0.28495337,0.068134007,-0.222921514,0.676945056,-0.275465246,-0.164621971,0.365765013,-0.114380717,0.251761393,-0.114380717,0.302038051,-0.308878399,-0.114380717,-0.114380717,-0.164621971,-0.275465246,-0.371437261,-0.138235026,-0.320168059,0.257890753,0.241599003,0.161203842,-0.114380717,-0.114380717,-0.000198257,0.077827045,-0.22745794,-0.275465246,0.412676657,-0.35385125,-0.339810596,0.038177359,-0.138476907,-0.114380717,-0.164621971,0.45752287,-0.275465246,0.095889289,-0.205319671,-0.241599003,-0.203750975,-0.262639081,-0.164621971,-0.15561932,-0.164621971,-0.27107325,-0.339810596,-0.313598696,-0.331471097,-0.275465246,-0.371437261,0.369584475,0.061886304,0.206423484,0.499791124
URU,-0.29852298,-0.025586691,-0.25,-0.350862075,-0.117417055,-0.467205562,-0.175926049,-0.240493779,-0.139754249,-0.1,-0.149403576,-0.088113422,-0.10380685,-0.010157232,-0.10380685,-0.011204268,-0.27812135,-0.10380685,-0.10380685,-0.149403576,-0.25,-0.210687457,-0.093169499,-0.226899034,0.235605323,0.219264505,0.146301434,-0.10380685,-0.10380685,-0.118123259,-0.18225212,-0.206430706,-0.25,0.060094576,-0.276859068,-0.176226844,-0.425348155,-0.339005967,-0.10380685,-0.149403576,0.025951712,-0.1,-0.247591832,-0.186338998,-0.054816126,-0.300968238,-0.366986492,-0.149403576,-0.141233171,-0.149403576,-0.280444877,-0.176226844,-0.375406742,-0.188017762,-0.25,-0.210687457,-0.37350894,-0.121139936,-0.051510211,0.129144767
USA,0.391556093,0.288437003,0.247615166,0.323861961,0.331412764,0.334105252,0.339556648,0.289191536,-0.005600853,0.127385837,0.175563928,0.086516177,-0.196718469,0.396220338,0.150956166,0.11709988,0.268462128,-0.196718469,-0.196718469,0.175563928,0.247615166,0.242331431,0.226967908,0.366210688,0.095096678,0.053037882,-0.109726369,0.012777786,-0.196718469,0.278445289,0.156589174,0.278032176,0.382873161,0.336471418,0.33603595,0.23659526,0.210257889,0.270099942,0.093010394,0.300661245,0.129412225,-0.246183865,0.25909011,0.222967298,-0.187201756,0.030843583,0.056834033,0.175563928,0.179102467,0.175563928,0.265486743,0.179842666,-0.02438776,0.246128108,0.052242506,0.242331431,0.16497877,0.244321314,0.414343744,-0.025819942
UZB,0.640383956,0.705447709,0.777930062,0.557481086,0.759314401,0.342133368,0.602700191,0.359542152,-0.238088605,0.308564438,0.573985315,0.074290165,-0.088423888,0.420948669,0.615358078,0.134783613,0.741664007,-0.088423888,-0.088423888,0.573985315,0.777930062,0.789650569,0.634902946,0.740611656,0.267588491,0.186772068,0.124621271,-0.088423888,-0.088423888,0.673687702,0.510089025,0.703360353,0.595398986,0.299260301,0.743777184,0.817191813,0.527005861,0.674698884,0.182261483,-0.127263712,0.326627015,-0.212952922,0.527254042,0.845457495,-0.186772068,0.465933859,0.451911978,0.573985315,0.640803288,0.573985315,0.708858305,0.449570379,0.099355595,0.841961537,-0.212952922,0.789650569,0.192194178,0.576504444,0.489512111,-0.051281469
VEN,0.499231456,0.474469798,0.497719775,0.494954129,0.480884215,0.122912651,0.499638773,0.270766284,-0.0635963,0.327072995,0.348434936,0.243086394,-0.112190596,0.43274697,-0.112190596,0.441028263,0.275270974,-0.112190596,-0.112190596,0.348434936,0.497719775,0.426643882,0.461073176,0.416065765,0.294838792,0.236972951,0.158117168,-0.112190596,-0.112190596,0.498765294,0.469473036,0.422720823,0.327072995,0.387584364,0.471239672,0.493690923,0.470698143,0.461948964,0.596381591,-0.161469848,0.448762385,-0.270190735,0.504661724,0.540568551,-0.236972951,0.27329352,0.254675257,0.348434936,0.168706901,0.348434936,0.341380042,0.192965488,0.037478421,0.50907606,-0.270190735,0.426643882,0.501406371,0.567652214,0.488336207,0.156973408
VIE,0.510399506,0.572073954,0.624716152,0.392233314,0.617703836,0.211222333,0.454489582,0.578057239,-0.183803656,0.230158582,-0.098247186,0.376629691,-0.068262964,0.313929668,-0.068262964,0.353658296,0.47551783,-0.068262964,-0.068262964,-0.098247186,0.624716152,0.60960776,0.490143081,0.49866846,0.206577475,0.14418745,0.09620723,-0.068262964,-0.068262964,0.388386884,0.393787126,0.542991984,0.230158582,0.231028013,0.574193651,0.666344839,0.406846871,0.49912411,-0.068262964,-0.098247186,0.273051856,-0.164398987,0.407038465,0.367607311,-0.14418745,0.374240207,0.351023754,-0.098247186,-0.092874361,-0.098247186,0.479490479,0.666344839,0.342589485,0.544014761,-0.164398987,0.60960776,0.343865153,0.579603404,0.316147127,-0.008939482
YUG,0.058847637,-0.144111071,-0.316815005,0.280860148,-0.247996565,-0.222026598,0.159245749,0.122607877,0.432923264,-0.168968003,-0.189333179,0.493176558,-0.13155027,0.321796352,-0.13155027,0.358123289,-0.305458458,-0.13155027,-0.13155027,-0.189333179,-0.316815005,-0.30259523,0.052475547,-0.239616729,0.353864541,0.277865141,0.185401958,-0.13155027,-0.13155027,0.049897628,0.252957094,-0.15986751,-0.316815005,0.349534003,-0.116950809,-0.334987851,0.245012141,-0.006336412,-0.13155027,-0.189333179,0.372725766,-0.253452004,0.29633194,-0.236139962,-0.231554284,-0.131758096,-0.156431731,-0.189333179,-0.178979151,-0.189333179,-0.197442544,-0.260546106,-0.110034629,-0.333574349,-0.316815005,-0.30259523,0.410221887,0.130576656,0.251436685,0.571374385
ZAM,0.344142446,0.111884336,0.149071198,0.355663324,0.093352006,0.147999648,0.319701418,0.227466484,-0.166666667,0.149071198,0.356348323,0.078811041,-0.061898446,0.278603739,0.557086015,0.053447476,0.320623095,-0.061898446,-0.061898446,0.356348323,0.149071198,0.301511345,0.351851852,0.231428128,0.187317162,0.13074409,0.08723732,-0.061898446,-0.061898446,0.352175516,0.357072265,0.287213479,0.149071198,0.209488047,0.393668648,0.078811041,0.368914381,0.363143831,-0.061898446,-0.089087081,0.092847669,-0.149071198,0.369088112,0.259259259,-0.13074409,0.202303501,0.214849765,0.356348323,0.477219422,0.356348323,0.267560025,0.078811041,0.018273415,0.156956985,-0.149071198,0.301511345,0.089087081,0.151940276,0.273020052,0.218862172
ZIM,0.335278363,0.396844707,0.267410508,0.297891853,0.423880482,0.142504756,0.325951,0.386972185,-0.149487019,0.56824733,-0.079904172,0.306311915,-0.055518085,0.14123983,-0.055518085,0.287629341,0.3123648,-0.055518085,-0.055518085,-0.079904172,0.267410508,0.411282292,0.336345792,0.367244547,0.168008905,0.117267265,0.078245082,-0.055518085,-0.055518085,0.279427007,0.32026601,0.372611745,-0.133705254,0.187894462,0.381565124,0.453577258,0.330887465,0.369835242,-0.055518085,-0.079904172,0.22207234,-0.133705254,0.331043289,-0.099658012,-0.117267265,0.302173588,0.250692986,-0.079904172,-0.075534468,-0.079904172,0.314974409,0.453577258,0.287846386,0.367028854,-0.133705254,0.411282292,0.279664604,0.429500977,0.264008793,0.05543723
